Item;Tipo de resolución;N° de resolución;Año;Fecha;Organización Deportiva;Distrito;Provincia;Dpto;Base legal;Procedimiento;Afiliación;Disciplina;Lugar de registro;N° partida;Caja;PQTE;Observación 1;Observación 2
3248;RENADE;095-GENADAF-RND-2003;2003;11/09/2003;CLUB DEPORTIVO LUIS ALBERTO SANCHEZ-NUEVA VICTORIA;INDEPENDENCIA;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE INDEPENDENCIA;FUTBOL;LIBRO DE CLUBES RENADE;3180-321-2003;501;88-97;;
3249;RENADE;096-GENADAF-RND-2003;2003;17/09/2003;CLUB DEPORTIVO ASOCIACION DEPORTIVA CLUB ALEJANDRO MANRIQUE RABANAL;HUACHO;HUAURA;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUACHO;FUTBOL;LIBRO DE CLUBES RENADE;3181-321-2003;501;88-97;;
3250;RENADE;097-GENADAF-RND-2003;2003;17/09/2003;CLUB DEPORTIVO CLUB ATLETICO SANTA ROSA BARRANCO;BARRANCO;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RENADE;3182-321-2003;501;88-97;;
3251;RENADE;098-GENADAF-RND-2003;2003;17/09/2003;CLUB DEPORTIVO DEFENSOR LUBRICANTES DE BAYOVAR;SAN JUAN DE LURIGANCHO;LIMA ;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL AMATEUR DE SAN JUAN DE LURIGANCHO;FUTBOL;LIBRO DE CLUBES RENADE;3183-321-2003;501;98-106;;
3252;RENADE;099-GENADAF-RND-2003;2003;18/09/2003;CLUB DEPORTIVO CHIMBOTE;SAN JUAN DE LURIGANCHO;LIMA ;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL AMATEUR DE SAN JUAN DE LURIGANCHO;FUTBOL;LIBRO DE CLUBES RENADE;3184-321-2003;501;98-106;;
3253;RENADE;100-GENADAF-RND-2003;2003;18/09/2003;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PUENTE PIEDRA;PUENTE PIEDRA;LIMA ;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PUENTE PIEDRA;FUTBOL;LIBRO DE CLUBES RENADE;3185-321-2003;501;98-106;;
3254;RENADE;101-GENADAF-RND-2003;2003;18/09/2003;CLUB DEPORTIVO CLUB SOCIAL,CULTURAL, DEPORTIVO COLEGIO NACIONAL IGNACIO ESCUDERO;IGNACIO ESCUDERO;SULLANA;PIURA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IGNACIO ESCUDERO;FUTBOL;LIBRO DE CLUBES RENADE;3186-321-2003;501;98-106;;
3255;RENADE;102-GENADAF-RND-2003;2003;18/09/2003;CLUB DEPORTIVO CARLOS WIESSE;COMAS;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE COMAS;FUTBOL;LIBRO DE CLUBES RENADE;3187-321-2003;501;98-106;;
3256;RENADE;103-GENADAF-RND-2003;2003;23/09/2003;CLUB DEPORTIVO DIABLOS ROJOS FUTBOL CLUB;BARRANCO;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RENADE;3188-322-2003;501;98-106;;
3257;RENADE;104-GENADAF-RND-2003;2003;24/09/2003;CLUB DEPORTIVO ACO KARATE DOJO AKD;CERCADO DE LIMA;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE KARATE;KARATE;LIBRO DE CLUBES RENADE;3189-322-2003;501;98-106;;
3258;RENADE;105-GENADAF-RND-2003;2003;24/09/2003;CLUB DEPORTIVO ASOCIACION CENTRO CULTURAL JUVENTUD SAN ANTONIO DE HUARAL;HUARAL;HUARAL;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUARAL;FUTBOL;LIBRO DE CLUBES RENADE;3190-322-2003;501;98-106;;
3259;RENADE;106-GENADAF-RND-2003;2003;24/09/2003;CLUB DEPORTIVO SAN CAYETANO;EL AGUSTINO;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RENADE;3191-322-2003;501;98-106;;
3260;RENADE;107-GENADAF-RND-2003;2003;25/09/2003;CLUB DEPORTIVO ACADEMIA ESPINOSA;SAN JUAN DE LURIGANCHO;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN JUAN DE LURIGANCHO;FUTBOL;LIBRO DE CLUBES RENADE;3192-322-2003;501;107-113;;
3261;RENADE;108-GENADAF-RND-2003;2003;25/09/2003;CLUB DEPORTIVO DEFENSOR CORDOVA ;MIRAFLORES;LIMA ;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE MIRAFLORES;FUTBOL;LIBRO DE CLUBES RENADE;3193-322-2003;501;107-113;;
3262;RENADE;109-GENADAF-RND-2003;2003;25/09/2003;CLUB DEPORTIVO LAS LOMAS;PACOCHA;ILO;MOQUEGUA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE GOLF;GOLF;LIBRO DE CLUBES RENADE;3194-322-2003;501;107-113;;
3263;RENADE;110-GENADAF-RND-2003;2003;25/09/2003;CLUB DEPORTIVO ACADEMIA UNION COLLIQUE;INDEPENDENCIA;LIMA ;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE INDEPENDENCIA;FUTBOL;LIBRO DE CLUBES RENADE;3195-322-2003;501;107-113;;
3264;RENADE;111-GENADAF-RND-2003;2003;25/09/2003;CLUB DEPORTIVO ALIANZA;PUEBLO LIBRE;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE PUEBLO LIBRE;VOLEIBOL;LIBRO DE CLUBES RENADE;3196-322-2003;501;107-113;;
3265;RENADE;112-GENADAF-RND-2003;2003;26/09/2003;CLUB DEPORTIVO SPORT ROSITA DE PACHACUTEC;PACHACUTEC;ICA ;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PACHACUTEC;FUTBOL;LIBRO DE CLUBES RENADE;3197-322-2003;501;107-113;;
3266;RENADE;113-GENADAF-RND-2003;2003;26/09/2003;CLUB DEPORTIVO DEFENSOR MARIA DE LAS NIEVES;LA TINGUIÑA;ICA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DE FUTBOL DE LA TINGUIÑA;FUTBOL;LIBRO DE CLUBES RENADE;3198-322-2003;501;107-113;;
3267;RENADE;114-GENADAF-RND-2003;2003;29/09/2003;CLUB DEPORTIVO CLUB SPORT UNIVERSITARIO - SAN ANDRES;SAN ANDRES;PISCO;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN ANDRES;FUTBOL;LIBRO DE CLUBES RENADE;3199-323-2003;501;114-127;;
3268;RENADE;115-GENADAF-RND-2003;2003;29/09/2003;CLUB DEPORTIVO CLUB SPORT BOYS DE SAN GERONIMO DE LOS MOLINOS;LOS MOLINOS;ICA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LOS MOLINOS;FUTBOL;LIBRO DE CLUBES RENADE;3200-323-2003;501;114-127;;
3269;RENADE;116-GENADAF-RND-2003;2003;2/10/2003;CLUB DEPORTIVO CLUB JUVENTUD NUESTRA SEÑORA DEL CARMEN;EL CARMEN;CHINCHA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE EL CARMEN CHINCHA;FUTBOL;LIBRO DE CLUBES RENADE;3201-323-2003;501;114-127;;
3270;RENADE;117-GENADAF-RND-2003;2003;2/10/2003;CLUB DEPORTIVO SPORT LOS ANGELES DE SAN CRISTOBAL DE CARAPO;PALPA;PALPA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PALPA;FUTBOL;LIBRO DE CLUBES RENADE;3202-323-2003;501;114-127;;
3271;RENADE;118-GENADAF-RND-2003;2003;2/10/2003;CLUB DEPORTIVO ABEL ZAVALA PEÑA;SAN ANDRES;PISCO;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN ANDRES;FUTBOL;LIBRO DE CLUBES RENADE;3203-323-2003;501;114-127;;
3272;RENADE;119-GENADAF-RND-2003;2003;2/10/2003;CLUB DEPORTIVO HUARACAN CHORRILLOS;CHORRILLOS;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;AMPLIACION DE DISCIPLINA DEPORTIVA DE VOLEIBOL;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE CHORRILLOS;VOLEIBOL;LIBRO DE CLUBES RENADE;2581-259-91-I;501;114-127;;
3273;RENADE;120-GENADAF-RND-2003;2003;2/10/2003;CLUB DEPORTIVO SOCIAL Y CULTURAL REAL JUVENTUS DE CHORRILLOS;CHORRILLOS;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHORRILLOS;FUTBOL;LIBRO DE CLUBES RENADE;3204-323-2003;501;114-127;;
3274;RENADE;121-GENADAF-RND-2003;2003;2/10/2003;CLUB DEPORTIVO CULTURAL MANUEL GONZALES PRADA;PISCO;PISCO;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PISCO;FUTBOL;LIBRO DE CLUBES RENADE;3205-323-2003;501;114-127;;
3275;RENADE;122-GENADAF-RND-2003;2003;2/10/2003;CLUB DEPORTIVO PAUNA DE TOPARA;PUEBLO NUEVO;CHINCHA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHAVIN;FUTBOL;LIBRO DE CLUBES RENADE;3206-323-2003;501;114-127;;
3276;RENADE;123-GENADAF-RND-2003;2003;9/10/2003;CLUB DEPORTIVO CLUB JUVENTUD SANTA ROSA CJSR;SULLANA;SULLANA;PIURA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SULLANA;FUTBOL;LIBRO DE CLUBES RENADE;3207-323-2003;501;114-127;;
3277;RENADE;124-GENADAF-RND-2003;2003;2/10/2003;CLUB DEPORTIVO ASOCIACION ESTADIO LA UNION;PUEBLO LIBRE;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;AMPLIACION DE DISCIPLINA DEPORTIVA DE BOCHAS;FEDERACION DEPORTIVA PERUANA DE BOCHAS;BOCHAS;LIBRO DE CLUBES RENADE;0299.30.86. VII;501;114-127;;
3278;RENADE;125-GENADAF-RND-2003;2003;16/10/2003;CLUB DEPORTIVO DE KUNG FU SOCIEDAD ORIENTAL ;PUNO;PUNO;PUNO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE KUNG FU;KUNG FU;LIBRO DE CLUBES RENADE;3208-323-2003;501;114-127;;
3279;RENADE;126-GENADAF-RND-2003;2003;17/10/2003;CLUB DEPORTIVO DE KUNG FU MONASTERIO SOLAR;PUNO;PUNO;PUNO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE KUNG FU;KUNG FU;LIBRO DE CLUBES RENADE;3209-324-2003;501;114-127;;
3280;RENADE;127-GENADAF-RND-2003;2003;17/10/2003;CLUB DEPORTIVO PHOENIX SPORT CENTER;PUNO;PUNO;PUNO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE KUNG FU;KUNG FU;LIBRO DE CLUBES RENADE;3210-324-2003;501;114-127;;
3281;RENADE;128-GENADAF-RND-2003;2003;29/10/2003;CLUB DEPORTIVO CLUB KARATE SHOGUN;FERREÑAFE;FERREÑAFE;LAMBAYEQUE;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE KARATE DE JOSE LEONARDO ORTIZ-CHICLAYO;KARATE;LIBRO DE CLUBES RENADE;3211-324-2003;502;128-140;;
3282;RENADE;129-GENADAF-RND-2003;2003;29/10/2003;CLUB DEPORTIVO CLUB SOCIAL DEPORTIVO DE LOS TRABAJADORES DEL MINISTERIO DE TRANSPORTES Y COMUNICACIONES;JESUS MARIA;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE JESUS MARIA;FUTBOL;LIBRO DE CLUBES RENADE;3212-324-2003;502;128-140;;
3283;RENADE;130-GENADAF-RND-2003;2003;12/11/2003;CLUB DEPORTIVO CAMPO DE MARTE;PUEBLO LIBRE;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE NATACION;NATACION;LIBRO DE CLUBES RENADE;3213-324-2003;502;128-140;;
3284;RENADE;131-GENADAF-RND-2003;2003;13/11/2003;CLUB DEPORTIVO SPORT JUVENTUD PORTEÑO;PUCUSANA;LIMA;LIMA;LEY 27159 ART 16-INC D;CAMBIO DE AFILIACION;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PUCUSANA;FUTBOL;LIBRO DE CLUBES RENADE;2516-252-91-II;502;128-140;DESAFILIADO DE LA LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN BARTOLO;
3285;RENADE;132-GENADAF-RND-2003;2003;14/11/2003;CLUB DEPORTIVO ATLETICO PUCUSANA;PUCUSANA;LIMA;LIMA;LEY 27159 ART 16-INC D;CAMBIO DE AFILIACION;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PUCUSANA;FUTBOL;LIBRO DE CLUBES RENADE;1465-147-87-I;502;128-140;DESAFILIADO DE LA LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHILCA;
3286;RENADE;133-GENADAF-RND-2003;2003;14/11/2003;CLUB DEPORTIVO ESTUDIANTES UNIDOS DE PUCUSANA;PUCUSANA;LIMA;LIMA;LEY 27159 ART 16-INC D;CAMBIO DE AFILIACION;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PUCUSANA;FUTBOL;LIBRO DE CLUBES RENADE;2093-210-88-I;502;128-140;DESAFILIADO DE LA LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHILCA;
3287;RENADE;138-GENADAF-RND-2003;2003;18/11/2003;CLUB DEPORTIVO PROGRESO DE HUARIBAMBA;SANTIAGO DE SURCO;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SANTIAGO DE SURCO;FUTBOL;LIBRO DE CLUBES RENADE;3218-324-2003;502;128-140;;
3288;RENADE;139-GENADAF-RND-2003;2003;21/11/2003;CLUB DEPORTIVO TRANSPORTES KHYRA FUTBOL CLUB MALA;MALA;CAÑETE;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE MALA;FUTBOL;LIBRO DE CLUBES RENADE;3219-325-2003;502;128-140;;
3289;RENADE;140-GENADAF-RND-2003;2003;25/11/2003;CLUB DEPORTIVO ACADEMIA JUVENTUD NARANJAL;LOS OLIVOS;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LOS OLIVOS;FUTBOL;LIBRO DE CLUBES RENADE;3220-325-2003;502;128-140;;
3290;RENADE;141-GENADAF-RND-2003;2003;25/11/2003;CLUB DE AUTOMOVILES TUBULARES DE ICA (CAT - ICA);LA MOLINA;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE AUTOMOVILISMO DEPORTIVO;AUTOMOVILISMO;LIBRO DE CLUBES RENADE;3221-325-2003;502;141-145;;
3291;RENADE;142-GENADAF-RND-2003;2003;4/12/2003;CLUB DEPORTIVO DOMINGO SAVIO;MAGDALENA DEL MAR;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE MAGDALENA DEL MAR;FUTBOL;LIBRO DE CLUBES RENADE;3222-326-2003;502;141-145;;
3292;RENADE;143-GENADAF-RND-2003;2003;17/12/2003;CLUB DEPORTIVO OLD MARKHAMIANS RUGBY FOOTBALL CLUB;MIRAFLORES;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE RUGBY FOOTBALL CLUB;RUGBY;LIBRO DE CLUBES RENADE;3223-326-2003;502;141-145;;
3293;RENADE;144-GENADAF-RND-2003;2003;17/12/2003;CLUB DEPORTIVO CLUB DEPORT SAN BORJA BARBATEX;SAN BORJA;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RENADE;3224-326-2003;502;141-145;;
3294;RENADE;145-GENADAF-RND-2003;2003;17/12/2003;CLUB DEPORTIVO EL BUEN PASTOR ;LOS OLIVOS;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LOS OLIVOS;FUTBOL;LIBRO DE CLUBES RENADE;3225-326-2003;502;141-145;;
3295;RENADE;001-GENADAF-RND-2004;2004;14/01/2004;CLUB DEPORTIVO SEÑOR DE LUREN DE MOYOBAMBA;CHIPAO;LUCANAS;AYACUCHO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHIPAO;FUTBOL;LIBRO DE CLUBES RENADE;3226-326-2004;502;01-12;;
3296;RENADE;002-GENADAF-RND-2004;2004;14/01/2004;CLUB DEPORTIVO ESTUDIANTES CES MOYOBAMBA;CHIPAO;LUCANAS;AYACUCHO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHIPAO;FUTBOL;LIBRO DE CLUBES RENADE;3227-326-2004;502;01-12;;
3297;RENADE;003-GENADAF-RND-2004;2004;14/01/2004;CLUB DEPORTIVO ESTUDIANTIL VENTURA CCALAMAQUI;CHIPAO;LUCANAS ;AYACUCHO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHIPAO;FUTBOL;LIBRO DE CLUBES RENADE;3228-326-2004;502;01-12;;
3298;RENADE;004-GENADAF-RND-2004;2004;14/01/2004;CLUB DEPORTIVO JUVENTUD CHIPAO;CHIPAO;LUCANAS;AYACUCHO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHIPAO;FUTBOL;LIBRO DE CLUBES RENADE;3229-326-2004;502;01-12;;
3299;RENADE;006-GENADAF-RND-2004;2004;14/01/2004;CLUB DEFENSOR CORONADO CDC;CHAVIN;CHINCHA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHAVIN;FUTBOL;LIBRO DE CLUBES RENADE;3230-326-2004;502;01-12;;
3300;RENADE;007-GENADAF-RND-2004;2004;16/01/2004;CLUB DEPORTIVO SAN JOSE DE QUINTAY;SAYAN;HUAURA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAYAN;FUTBOL;LIBRO DE CLUBES RENADE;3231-327-2004;502;01-12;;
3301;RENADE;008-GENADAF-RND-2004;2004;20/01/2004;CLUB DEPORTIVO CLUB DEFENSOR LOS ALAMOS C.D.L.A.;CHAVIN;CHINCHA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHAVIN;FUTBOL;LIBRO DE CLUBES RENADE;3232-327-2004;502;01-12;;
3302;RENADE;009-GENADAF-RND-2004;2004;27/01/2004;CLUB DEPORTIVO ASOCIACION DEPORTIVA HUANDO;HUARAL;HUARAL;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUARAL;FUTBOL;LIBRO DE CLUBES RENADE;3233-327-2004;502;01-12;;
3303;RENADE;010-GENADAF-RND-2004;2004;29/01/2004;CLUB DEPORTIVO FUENTE DE VIDA;NUEVO IMPERIAL;CAÑETE;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE NUEVO IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RENADE;3234-327-2004;502;01-12;;
3304;RENADE;011-GENADAF-RND-2004;2004;2/02/2004;CLUB DEPORTIVO SPORT COOPSOL S.A.;SANTA ANITA;;;LEY 28036 ART 26-NUM 3 Y ART 38;CAMBIO DE DENOMINACION SOCIAL;ASOCIACION DEPORTIVA DE FUTBOL PROFESIONAL - SEGUNDA DIVISION;FUTBOL;LIBRO DE CLUBES RENADE;2858.287.99.I;502;01-12;CAMBIAR DEL CLUB DEPORTIVO SPORT COOPSOL S.A. A CLUB DEPORTIVO UNIVERSIDAD DE SAN MARTIN DE PORRES S.A.;
3305;RENADE;012-GENADAF-RND-2004;2004;13/02/2004;CLUB DEPORTIVO ESCUELA TECNICA DEL EJERCITO;CHORRILLOS;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHORRILLOS;FUTBOL;LIBRO DE CLUBES RENADE;3235-327-2004;502;01-12;;
3306;RENADE;013-GENADAF-RND-2004;2004;13/02/2004;CLUB DEPORTIVO SAN LUIS DE HORNILLO;CHAVIN;CHINCHA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHAVIN;FUTBOL;LIBRO DE CLUBES RENADE;3236-327-2004;502;13-22;;
3307;RENADE;014-GENADAF-RND-2004;2004;16/02/2004;CLUB DEPORTIVO INTER. MOLINO;PUEBLO NUEVO;CHEPEN;LA LIBERTAD;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PUEBLO NUEVO;FUTBOL;LIBRO DE CLUBES RENADE;3237-327-2004;502;13-22;;
3308;RENADE;015-GENADAF-RND-2004;2004;2/03/2004;CLUB DEPORTIVO JUENTUD AMIGOS;PALPA;PALPA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA JUVENTUD AMIGOS DEL BARRIO DE SAN IGNACIO;FUTBOL;LIBRO DE CLUBES RENADE;3228-327-2004;502;13-22;;
3309;RENADE;016-GENADAF-RND-2004;2004;2/03/2004;CLUB DEPORTIVO BOLITO;TACNA;TACNA;TACNA;LEY 28036 ART 26-NUM 3 Y ART 38;CAMBIO DE DENOMINACION SOCIAL;FEDERACION DEPARTAMENTAL DE FUTBOL DE TACNA;FUTBOL;LIBRO DE CLUBES RENADE;231.24.98.I;502;13-22;CAMBIAR DEL CLUB DEPORTIVO BOLITO A CLUB DEPORTIVO CORONEL BOLOGNESI F.C.;
3310;RENADE;017-GENADAF-RND-2004;2004;4/03/2004;CLUB DEPORTIVO AUTOGESTIONARIO CALUMAE VILLA;VILLA EL SALVADOR ;LIMA;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE VILLA EL SALVADOR;FUTBOL;LIBRO DE CLUBES RENADE;3240-327-2004;502;13-22;;
3311;RENADE;018-GENADAF-RND-2004;2004;4/03/2004;CLUB DEPORTIVO SAN AGUSTIN DE ANTARES S.M.P.;LOS OLIVOS ;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LOS OLIVOS;FUTBOL;LIBRO DE CLUBES RENADE;3241-328-2004;502;13-22;;
3312;RENADE;019-GENADAF-RND-2004;2004;9/03/2004;CLUB DEPORTIVO CLUB JUVENTUD LOS ARENALES;BARRANCA;BARRANCA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCA;FUTBOL;LIBRO DE CLUBES RENADE;3242-328-2004;502;13-22;;
3313;RENADE;020-GENADAF-RND-2004;2004;18/03/2004;CLUB DEPORTIVO ASOCIACION DEPORTIVA AUROCO;LINCE;LIMA ;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LINCE;FUTBOL;LIBRO DE CLUBES RENADE;3243-328-2004;502;13-22;;
